CustomerID;Channel
234;Store
235;Store
236;Store
237;Store
238;Store
239;Store
240;Store
241;Store
242;Store
243;Store
244;Store
245;Store
246;Store
247;Store
248;Store
249;Store
250;Store
251;Store
252;Store
253;Store
254;Store
255;Store
256;Store
257;Store
258;Store
259;Store
260;Store
262;Store
263;Store
264;Store
265;Store
266;Store
267;Store
268;Store
269;Store
270;Store
271;Store
272;Store
273;Store
274;Store
275;Store
276;Store
277;Store
278;Store
279;Store
280;Store
281;Store
282;Store
283;Store
284;Store
285;Store
286;Store
287;Store
288;Store
289;Store
290;Store
291;Store
292;Store
293;Store
295;Store
296;Store
297;Store
299;Store
300;Store
301;Store
302;Store
303;Store
304;Store
305;Store
306;Store
307;Store
308;Store
309;Store
310;Store
311;Store
312;Store
313;Store
314;Store
315;Store
316;Store
317;Store
318;Store
319;Store
320;Store
321;Store
322;Store
323;Store
325;Store
326;Store
327;Store
328;Store
330;Store
331;Store
334;Store
335;Store
336;Store
337;Store
338;Store
339;Store
340;Store
342;Store
343;Store
344;Store
345;Store
346;Store
348;Store
349;Store
350;Store
351;Store
352;Store
353;Store
354;Store
355;Store
357;Store
358;Store
359;Store
360;Store
361;Store
363;Store
364;Store
365;Store
366;Store
368;Store
369;Store
370;Store
372;Store
376;Store
377;Store
378;Store
379;Store
380;Store
381;Store
382;Store
383;Store
384;Store
385;Store
386;Store
387;Store
388;Store
389;Store
390;Store
391;Store
392;Store
393;Store
395;Store
396;Store
397;Store
398;Store
399;Store
400;Store
401;Store
403;Store
404;Store
406;Store
407;Store
408;Store
410;Store
411;Store
412;Store
414;Store
417;Store
418;Store
420;Store
421;Store
422;Store
423;Store
424;Store
425;Store
426;Store
427;Store
428;Store
429;Store
430;Store
431;Store
432;Store
433;Store
434;Store
435;Store
436;Store
437;Store
438;Store
439;Store
440;Store
441;Store
442;Store
443;Store
444;Store
445;Store
446;Store
448;Store
449;Store
451;Store
453;Store
454;Store
456;Store
457;Store
458;Store
459;Store
460;Store
461;Store
462;Store
464;Store
466;Store
467;Store
468;Store
469;Store
470;Store
471;Store
472;Store
473;Store
474;Store
475;Store
476;Store
477;Store
478;Store
479;Store
480;Store
481;Store
482;Store
483;Store
484;Store
485;Store
486;Store
487;Store
488;Store
489;Store
490;Store
491;Store
492;Store
493;Store
494;Store
495;Store
496;Store
497;Store
498;Store
499;Store
501;Store
502;Store
503;Store
504;Store
505;Store
506;Store
509;Store
510;Store
511;Store
512;Store
513;Store
514;Store
516;Store
518;Store
519;Store
520;Store
521;Store
522;Store
523;Store
524;Store
525;Store
527;Store
528;Store
529;Store
530;Store
531;Store
532;Store
533;Store
534;Store
535;Store
536;Store
538;Store
539;Store
540;Store
541;Store
542;Store
543;Store
544;Store
545;Store
546;Store
548;Store
549;Store
550;Store
551;Store
552;Store
553;Store
554;Store
555;Store
556;Store
557;Store
558;Store
559;Store
560;Store
561;Store
562;Store
563;Store
564;Store
566;Store
567;Store
568;Store
569;Store
570;Store
571;Store
572;Store
573;Store
574;Store
575;Store
576;Store
577;Store
578;Store
579;Store
580;Store
581;Store
582;Store
583;Store
584;Store
585;Store
586;Store
587;Store
588;Store
590;Store
591;Store
592;Store
593;Store
594;Store
595;Store
596;Store
597;Store
598;Store
599;Store
601;Store
602;Store
603;Store
604;Store
605;Store
606;Store
607;Store
608;Store
609;Store
610;Store
611;Store
612;Store
613;Store
614;Store
615;Store
616;Store
617;Store
618;Store
621;Store
622;Store
623;Store
624;Store
625;Store
626;Store
627;Store
628;Store
629;Store
630;Store
631;Store
632;Store
633;Store
634;Store
635;Store
636;Store
637;Store
638;Store
639;Store
640;Store
641;Store
642;Store
643;Store
644;Store
645;Store
646;Store
647;Store
648;Store
649;Store
650;Store
651;Store
652;Store
653;Store
654;Store
655;Store
656;Store
659;Store
660;Store
661;Store
662;Store
663;Store
664;Store
665;Store
666;Store
667;Store
668;Store
669;Store
670;Store
672;Store
673;Store
674;Store
675;Store
676;Store
677;Store
678;Store
679;Store
680;Store
681;Store
682;Store
683;Store
684;Store
685;Store
686;Store
687;Store
688;Store
690;Store
691;Store
692;Store
693;Store
694;Store
695;Store
696;Store
697;Store
698;Store
699;Store
700;Store
701;Store
11000;Individual
11001;Individual
11002;Individual
11003;Individual
11004;Individual
11005;Individual
11006;Individual
11007;Individual
11008;Individual
11009;Individual
11010;Individual
11011;Individual
11012;Individual
11013;Individual
11014;Individual
11015;Individual
11016;Individual
11017;Individual
11018;Individual
11019;Individual
11020;Individual
11021;Individual
11022;Individual
11023;Individual
11024;Individual
11025;Individual
11026;Individual
11027;Individual
11028;Individual
11029;Individual
11030;Individual
11031;Individual
11032;Individual
11033;Individual
11034;Individual
11035;Individual
11036;Individual
11037;Individual
11038;Individual
11039;Individual
11040;Individual
11041;Individual
11042;Individual
11043;Individual
11044;Individual
11045;Individual
11046;Individual
11047;Individual
11048;Individual
11049;Individual
11050;Individual
11052;Individual
11053;Individual
11054;Individual
11055;Individual
11056;Individual
11057;Individual
11058;Individual
11059;Individual
11060;Individual
11061;Individual
11062;Individual
11063;Individual
11064;Individual
11065;Individual
11066;Individual
11067;Individual
11068;Individual
11069;Individual
11070;Individual
11071;Individual
11072;Individual
11073;Individual
11074;Individual
11075;Individual
11076;Individual
11077;Individual
11078;Individual
11079;Individual
11080;Individual
11081;Individual
11082;Individual
11083;Individual
11084;Individual
11085;Individual
11086;Individual
11087;Individual
11088;Individual
11089;Individual
11090;Individual
11091;Individual
11092;Individual
11093;Individual
11094;Individual
11095;Individual
11096;Individual
11097;Individual
11098;Individual
11099;Individual
11100;Individual
11101;Individual
11102;Individual
11103;Individual
11104;Individual
11105;Individual
11106;Individual
11107;Individual
11108;Individual
11109;Individual
11110;Individual
11111;Individual
11112;Individual
11113;Individual
11114;Individual
11115;Individual
11116;Individual
11117;Individual
11118;Individual
11119;Individual
11120;Individual
11121;Individual
11122;Individual
11123;Individual
11124;Individual
11125;Individual
11126;Individual
11127;Individual
11128;Individual
11129;Individual
11130;Individual
11131;Individual
11132;Individual
11134;Individual
11135;Individual
11136;Individual
11137;Individual
11138;Individual
11139;Individual
11140;Individual
11141;Individual
11142;Individual
11143;Individual
11144;Individual
11145;Individual
11146;Individual
11147;Individual
11148;Individual
11149;Individual
11150;Individual
11151;Individual
11152;Individual
11153;Individual
11154;Individual
11155;Individual
11156;Individual
11157;Individual
11158;Individual
11159;Individual
11160;Individual
11161;Individual
11162;Individual
11163;Individual
11164;Individual
11165;Individual
11166;Individual
11167;Individual
11168;Individual
11169;Individual
11170;Individual
11171;Individual
11172;Individual
11173;Individual
11174;Individual
11175;Individual
11176;Individual
11177;Individual
11178;Individual
11179;Individual
11180;Individual
11181;Individual
11182;Individual
11183;Individual
11184;Individual
11185;Individual
11186;Individual
11187;Individual
11188;Individual
11189;Individual
11190;Individual
11191;Individual
11192;Individual
11193;Individual
11194;Individual
11195;Individual
11196;Individual
11197;Individual
11198;Individual
11199;Individual
11200;Individual
11201;Individual
11202;Individual
11203;Individual
11204;Individual
11205;Individual
11206;Individual
11207;Individual
11208;Individual
11209;Individual
11210;Individual
11211;Individual
11212;Individual
11213;Individual
11214;Individual
11215;Individual
11216;Individual
11217;Individual
11218;Individual
11219;Individual
11220;Individual
11221;Individual
11222;Individual
11223;Individual
11224;Individual
11225;Individual
11226;Individual
11227;Individual
11228;Individual
11229;Individual
11230;Individual
11231;Individual
11232;Individual
11233;Individual
11234;Individual
11235;Individual
11236;Individual
11237;Individual
11238;Individual
11239;Individual
11240;Individual
11241;Individual
11242;Individual
11243;Individual
11244;Individual
11245;Individual
11246;Individual
11247;Individual
11248;Individual
11249;Individual
11250;Individual
11251;Individual
11252;Individual
11253;Individual
11254;Individual
11255;Individual
11256;Individual
11257;Individual
11258;Individual
11259;Individual
11260;Individual
11261;Individual
11262;Individual
11263;Individual
11264;Individual
11265;Individual
11266;Individual
11267;Individual
11268;Individual
11269;Individual
11270;Individual
11271;Individual
11272;Individual
11273;Individual
11274;Individual
11275;Individual
11276;Individual
11277;Individual
11278;Individual
11279;Individual
11280;Individual
11281;Individual
11282;Individual
11283;Individual
11284;Individual
11285;Individual
11286;Individual
11287;Individual
11288;Individual
11289;Individual
11290;Individual
11291;Individual
11292;Individual
11293;Individual
11294;Individual
11295;Individual
11296;Individual
11297;Individual
11298;Individual
11299;Individual
11300;Individual
11301;Individual
11302;Individual
11303;Individual
11304;Individual
11305;Individual
11306;Individual
11307;Individual
11308;Individual
11309;Individual
11310;Individual
11311;Individual
11312;Individual
11313;Individual
11314;Individual
11315;Individual
11316;Individual
11317;Individual
11318;Individual
11319;Individual
11320;Individual
11321;Individual
11322;Individual
11323;Individual
11324;Individual
11325;Individual
11326;Individual
11327;Individual
11328;Individual
11329;Individual
11330;Individual
11331;Individual
11332;Individual
11333;Individual
11334;Individual
11335;Individual
11336;Individual
11337;Individual
11338;Individual
11339;Individual
11340;Individual
11341;Individual
11342;Individual
11343;Individual
11344;Individual
11345;Individual
11346;Individual
11347;Individual
11348;Individual
11350;Individual
11351;Individual
11352;Individual
11353;Individual
11354;Individual
11355;Individual
11356;Individual
11357;Individual
11358;Individual
11359;Individual
11360;Individual
11361;Individual
11362;Individual
11363;Individual
11364;Individual
11365;Individual
11366;Individual
11367;Individual
11368;Individual
11369;Individual
11370;Individual
11371;Individual
11372;Individual
11373;Individual
11374;Individual
11375;Individual
11376;Individual
11377;Individual
11378;Individual
11379;Individual
11380;Individual
11381;Individual
11382;Individual
11384;Individual
11385;Individual
11386;Individual
11387;Individual
11388;Individual
11389;Individual
11390;Individual
11391;Individual
11392;Individual
11393;Individual
11394;Individual
11395;Individual
11396;Individual
11397;Individual
11398;Individual
11399;Individual
11400;Individual
11401;Individual
11402;Individual
11403;Individual
11404;Individual
11405;Individual
11406;Individual
11407;Individual
11408;Individual
11409;Individual
11410;Individual
11411;Individual
11412;Individual
11413;Individual
11414;Individual
11415;Individual
11416;Individual
11417;Individual
11418;Individual
11419;Individual
11420;Individual
11421;Individual
11422;Individual
11423;Individual
11424;Individual
11425;Individual
11426;Individual
11427;Individual
11428;Individual
11429;Individual
11430;Individual
11431;Individual
11432;Individual
11433;Individual
11434;Individual
11436;Individual
11437;Individual
11438;Individual
11439;Individual
11440;Individual
11442;Individual
11443;Individual
11444;Individual
11445;Individual
11446;Individual
11447;Individual
11448;Individual
11449;Individual
11450;Individual
11451;Individual
11452;Individual
11453;Individual
11454;Individual
11455;Individual
11456;Individual
11457;Individual
11458;Individual
11459;Individual
11460;Individual
11461;Individual
11462;Individual
11463;Individual
11464;Individual
11465;Individual
11466;Individual
11467;Individual
11468;Individual
11469;Individual
11470;Individual
11471;Individual
11472;Individual
11473;Individual
11474;Individual
11475;Individual
11476;Individual
11477;Individual
11478;Individual
11479;Individual
11480;Individual
11481;Individual
11482;Individual
11483;Individual
11484;Individual
11485;Individual
11486;Individual
11487;Individual
11488;Individual
11489;Individual
11490;Individual
11491;Individual
11492;Individual
11493;Individual
11494;Individual
11495;Individual
11496;Individual
11497;Individual
11498;Individual
11499;Individual
11500;Individual
11501;Individual
11502;Individual
11503;Individual
11504;Individual
11505;Individual
11506;Individual
11507;Individual
11508;Individual
11509;Individual
11510;Individual
11511;Individual
11512;Individual
11513;Individual
11514;Individual
11515;Individual
11516;Individual
11517;Individual
11518;Individual
11519;Individual
11520;Individual
11521;Individual
11522;Individual
11523;Individual
11524;Individual
11525;Individual
11526;Individual
11527;Individual
11528;Individual
11529;Individual
11530;Individual
11531;Individual
11532;Individual
11533;Individual
11534;Individual
11535;Individual
11536;Individual
11537;Individual
11538;Individual
11539;Individual
11540;Individual
11541;Individual
11542;Individual
11543;Individual
11544;Individual
11545;Individual
11546;Individual
11547;Individual
11548;Individual
11549;Individual
11550;Individual
11551;Individual
11553;Individual
11554;Individual
11555;Individual
11556;Individual
11557;Individual
11558;Individual
11559;Individual
11560;Individual
11561;Individual
11562;Individual
11563;Individual
11564;Individual
11565;Individual
11566;Individual
11567;Individual
11568;Individual
11569;Individual
11570;Individual
11571;Individual
11572;Individual
11573;Individual
11574;Individual
11575;Individual
11576;Individual
11577;Individual
11578;Individual
11579;Individual
11580;Individual
11581;Individual
11582;Individual
11583;Individual
11584;Individual
11586;Individual
11587;Individual
11588;Individual
11589;Individual
11590;Individual
11591;Individual
11592;Individual
11593;Individual
11594;Individual
11596;Individual
11598;Individual
11599;Individual
11600;Individual
11601;Individual
11602;Individual
11603;Individual
11604;Individual
11605;Individual
11606;Individual
11607;Individual
11608;Individual
11609;Individual
11610;Individual
11611;Individual
11612;Individual
11613;Individual
11614;Individual
11615;Individual
11616;Individual
11617;Individual
11618;Individual
11619;Individual
11620;Individual
11621;Individual
11622;Individual
11623;Individual
11624;Individual
11625;Individual
11626;Individual
11627;Individual
11628;Individual
11629;Individual
11630;Individual
11631;Individual
11632;Individual
11633;Individual
11634;Individual
11635;Individual
11636;Individual
11637;Individual
11638;Individual
11639;Individual
11640;Individual
11641;Individual
11642;Individual
11643;Individual
11644;Individual
11645;Individual
11646;Individual
11647;Individual
11648;Individual
11649;Individual
11650;Individual
11651;Individual
11652;Individual
11653;Individual
11654;Individual
11655;Individual
11656;Individual
11657;Individual
11658;Individual
11659;Individual
11660;Individual
11661;Individual
11662;Individual
11663;Individual
11664;Individual
11665;Individual
11666;Individual
11667;Individual
11668;Individual
11669;Individual
11670;Individual
11671;Individual
11672;Individual
11673;Individual
11674;Individual
11675;Individual
11676;Individual
11677;Individual
11678;Individual
11679;Individual
11680;Individual
11681;Individual
11682;Individual
11683;Individual
11684;Individual
11685;Individual
11686;Individual
11687;Individual
11688;Individual
11689;Individual
11690;Individual
11691;Individual
11692;Individual
11693;Individual
11694;Individual
11695;Individual
11696;Individual
11697;Individual
11698;Individual
11699;Individual
11700;Individual
11701;Individual
11702;Individual
11703;Individual
11704;Individual
11705;Individual
11706;Individual
11707;Individual
11708;Individual
11709;Individual
11710;Individual
11711;Individual
11712;Individual
11713;Individual
11714;Individual
11715;Individual
11716;Individual
11717;Individual
11718;Individual
11719;Individual
11720;Individual
11721;Individual
11722;Individual
11723;Individual
11724;Individual
11725;Individual
11726;Individual
11727;Individual
11728;Individual
11729;Individual
11730;Individual
11731;Individual
11732;Individual
11734;Individual
11735;Individual
11736;Individual
11737;Individual
11738;Individual
11739;Individual
11740;Individual
11741;Individual
11742;Individual
11743;Individual
11744;Individual
11745;Individual
11746;Individual
11747;Individual
11748;Individual
11749;Individual
11750;Individual
11751;Individual
11752;Individual
11753;Individual
11754;Individual
11755;Individual
11756;Individual
11757;Individual
11758;Individual
11759;Individual
11760;Individual
11761;Individual
11762;Individual
11763;Individual
11764;Individual
11765;Individual
11766;Individual
11767;Individual
11768;Individual
11769;Individual
11770;Individual
11771;Individual
11772;Individual
11773;Individual
11774;Individual
11775;Individual
11776;Individual
11777;Individual
11778;Individual
11779;Individual
11780;Individual
11781;Individual
11782;Individual
11783;Individual
11784;Individual
11785;Individual
11787;Individual
11788;Individual
11789;Individual
11790;Individual
11791;Individual
11792;Individual
11793;Individual
11794;Individual
11795;Individual
11796;Individual
11797;Individual
11798;Individual
11799;Individual
11800;Individual
11801;Individual
11802;Individual
11803;Individual
11804;Individual
11805;Individual
11806;Individual
11807;Individual
11808;Individual
11809;Individual
11810;Individual
11811;Individual
11812;Individual
11813;Individual
11814;Individual
11815;Individual
11816;Individual
11817;Individual
11818;Individual
11819;Individual
11820;Individual
11821;Individual
11822;Individual
11823;Individual
11824;Individual
11825;Individual
11826;Individual
11827;Individual
11828;Individual
11829;Individual
11830;Individual
11831;Individual
11832;Individual
11833;Individual
11834;Individual
11835;Individual
11836;Individual
11837;Individual
11838;Individual
11839;Individual
11840;Individual
11841;Individual
11842;Individual
11843;Individual
11844;Individual
11845;Individual
11846;Individual
11847;Individual
11848;Individual
11849;Individual
11850;Individual
11851;Individual
11852;Individual
11853;Individual
11854;Individual
11855;Individual
11856;Individual
11857;Individual
11858;Individual
11859;Individual
11860;Individual
11861;Individual
11862;Individual
11863;Individual
11864;Individual
11865;Individual
11866;Individual
11867;Individual
11868;Individual
11869;Individual
11870;Individual
11871;Individual
11872;Individual
11873;Individual
11874;Individual
11875;Individual
11876;Individual
11877;Individual
11878;Individual
11879;Individual
11880;Individual
11881;Individual
11882;Individual
11883;Individual
11884;Individual
11885;Individual
11886;Individual
11887;Individual
11888;Individual
11889;Individual
11890;Individual
11891;Individual
11892;Individual
11893;Individual
11894;Individual
11895;Individual
11896;Individual
11897;Individual
11898;Individual
11899;Individual
11900;Individual
11901;Individual
11902;Individual
11903;Individual
11904;Individual
11905;Individual
11906;Individual
11907;Individual
11908;Individual
11909;Individual
11910;Individual
11911;Individual
11912;Individual
11913;Individual
11914;Individual
11915;Individual
11916;Individual
11917;Individual
11918;Individual
11919;Individual
11920;Individual
11921;Individual
11922;Individual
11923;Individual
11924;Individual
11925;Individual
11926;Individual
11928;Individual
11929;Individual
11930;Individual
11931;Individual
11932;Individual
11933;Individual
11934;Individual
11935;Individual
11936;Individual
11937;Individual
11938;Individual
11939;Individual
11940;Individual
11941;Individual
11942;Individual
11943;Individual
11944;Individual
11945;Individual
11946;Individual
11947;Individual
11948;Individual
11949;Individual
11950;Individual
11951;Individual
11952;Individual
11953;Individual
11954;Individual
11955;Individual
11956;Individual
11957;Individual
11958;Individual
11959;Individual
11960;Individual
11961;Individual
11962;Individual
11963;Individual
11964;Individual
11965;Individual
11966;Individual
11967;Individual
11968;Individual
11969;Individual
11970;Individual
11971;Individual
11972;Individual
11973;Individual
11974;Individual
11975;Individual
11976;Individual
11977;Individual
11978;Individual
11979;Individual
11980;Individual
11981;Individual
11982;Individual
11983;Individual
11984;Individual
11985;Individual
11986;Individual
11987;Individual
11988;Individual
11989;Individual
11990;Individual
11991;Individual
11992;Individual
11993;Individual
11994;Individual
11995;Individual
11996;Individual
11997;Individual
11998;Individual
11999;Individual
12000;Individual
12001;Individual
12002;Individual
12003;Individual
12004;Individual
12005;Individual
12006;Individual
12007;Individual
12008;Individual
12009;Individual
12010;Individual
12011;Individual
12012;Individual
12013;Individual
12014;Individual
12015;Individual
12016;Individual
12017;Individual
12018;Individual
12019;Individual
12020;Individual
12021;Individual
12022;Individual
12023;Individual
12024;Individual
12025;Individual
12026;Individual
12027;Individual
12028;Individual
12029;Individual
12030;Individual
12031;Individual
12032;Individual
12033;Individual
12034;Individual
12035;Individual
12036;Individual
12037;Individual
12038;Individual
12039;Individual
12040;Individual
12041;Individual
12042;Individual
12043;Individual
12044;Individual
12045;Individual
12046;Individual
12047;Individual
12048;Individual
12049;Individual
12050;Individual
12051;Individual
12052;Individual
12053;Individual
12054;Individual
12055;Individual
12056;Individual
12057;Individual
12058;Individual
12059;Individual
12060;Individual
12061;Individual
12062;Individual
12063;Individual
12064;Individual
12065;Individual
12066;Individual
12067;Individual
12068;Individual
12069;Individual
12070;Individual
12071;Individual
12072;Individual
12073;Individual
12074;Individual
12075;Individual
12076;Individual
12077;Individual
12078;Individual
12079;Individual
12080;Individual
12081;Individual
12082;Individual
12083;Individual
12084;Individual
12085;Individual
12086;Individual
12087;Individual
12088;Individual
12089;Individual
12090;Individual
12091;Individual
12092;Individual
12093;Individual
12094;Individual
12095;Individual
12096;Individual
12097;Individual
12098;Individual
12099;Individual
12100;Individual
12101;Individual
12102;Individual
12103;Individual
12104;Individual
12105;Individual
12106;Individual
12107;Individual
12108;Individual
12109;Individual
12110;Individual
12111;Individual
12112;Individual
12113;Individual
12114;Individual
12115;Individual
12116;Individual
12117;Individual
12118;Individual
12119;Individual
12120;Individual
12121;Individual
12122;Individual
12123;Individual
12124;Individual
12125;Individual
12126;Individual
12127;Individual
12128;Individual
12129;Individual
12130;Individual
12131;Individual
12132;Individual
12133;Individual
12134;Individual
12135;Individual
12136;Individual
12137;Individual
12138;Individual
12139;Individual
12140;Individual
12141;Individual
12142;Individual
12143;Individual
12144;Individual
12145;Individual
12146;Individual
12147;Individual
12148;Individual
12149;Individual
12150;Individual
12151;Individual
12152;Individual
12153;Individual
12154;Individual
12155;Individual
12156;Individual
12157;Individual
12158;Individual
12159;Individual
12160;Individual
12161;Individual
12162;Individual
12163;Individual
12164;Individual
12165;Individual
12166;Individual
12167;Individual
12168;Individual
12169;Individual
12170;Individual
12171;Individual
12172;Individual
12173;Individual
12174;Individual
12175;Individual
12176;Individual
12177;Individual
12178;Individual
12179;Individual
12180;Individual
12181;Individual
12182;Individual
12183;Individual
12184;Individual
12185;Individual
12186;Individual
12187;Individual
12188;Individual
12189;Individual
12190;Individual
12191;Individual
12192;Individual
12193;Individual
12194;Individual
12195;Individual
12196;Individual
12197;Individual
12198;Individual
12199;Individual
12200;Individual
12201;Individual
12202;Individual
12203;Individual
12204;Individual
12205;Individual
12206;Individual
12207;Individual
12208;Individual
12209;Individual
12210;Individual
12211;Individual
12212;Individual
12213;Individual
12214;Individual
12215;Individual
12216;Individual
12217;Individual
12218;Individual
12219;Individual
12220;Individual
12221;Individual
12222;Individual
12223;Individual
12224;Individual
12225;Individual
12226;Individual
12227;Individual
12228;Individual
12229;Individual
12230;Individual
12231;Individual
12232;Individual
12234;Individual
12235;Individual
12236;Individual
12237;Individual
12238;Individual
12239;Individual
12240;Individual
12241;Individual
12242;Individual
12243;Individual
12244;Individual
12245;Individual
12246;Individual
12247;Individual
12248;Individual
12249;Individual
12250;Individual
12251;Individual
12252;Individual
12253;Individual
12254;Individual
12255;Individual
12256;Individual
12257;Individual
12258;Individual
12259;Individual
12260;Individual
12261;Individual
12262;Individual
12263;Individual
12264;Individual
12265;Individual
12266;Individual
12267;Individual
12268;Individual
12269;Individual
12270;Individual
12271;Individual
12272;Individual
12273;Individual
12274;Individual
12275;Individual
12276;Individual
12277;Individual
12278;Individual
12279;Individual
12280;Individual
12281;Individual
12282;Individual
12283;Individual
12284;Individual
12285;Individual
12286;Individual
12287;Individual
12288;Individual
12289;Individual
12290;Individual
12291;Individual
12292;Individual
12293;Individual
12294;Individual
12295;Individual
12296;Individual
12297;Individual
12298;Individual
12299;Individual
12300;Individual
12301;Individual
12302;Individual
12303;Individual
12304;Individual
12305;Individual
12306;Individual
12307;Individual
12308;Individual
12309;Individual
12310;Individual
12311;Individual
12312;Individual
12314;Individual
12315;Individual
12316;Individual
12317;Individual
12318;Individual
12319;Individual
12320;Individual
12321;Individual
12322;Individual
12323;Individual
12324;Individual
12325;Individual
12326;Individual
12327;Individual
12328;Individual
12329;Individual
12330;Individual
12331;Individual
12332;Individual
12333;Individual
12334;Individual
12335;Individual
12336;Individual
12337;Individual
12338;Individual
12339;Individual
12340;Individual
12341;Individual
12342;Individual
12343;Individual
12344;Individual
12345;Individual
12346;Individual
12347;Individual
12348;Individual
12349;Individual
12350;Individual
12351;Individual
12352;Individual
12353;Individual
12354;Individual
12355;Individual
12356;Individual
12357;Individual
12358;Individual
12359;Individual
12360;Individual
12361;Individual
12362;Individual
12363;Individual
12364;Individual
12365;Individual
12366;Individual
12367;Individual
12368;Individual
12369;Individual
12370;Individual
12371;Individual
12372;Individual
12373;Individual
12374;Individual
12376;Individual
12377;Individual
12378;Individual
12379;Individual
12380;Individual
12381;Individual
12382;Individual
12383;Individual
12384;Individual
12385;Individual
12386;Individual
12387;Individual
12388;Individual
12389;Individual
12390;Individual
12391;Individual
12392;Individual
12393;Individual
12394;Individual
12395;Individual
12396;Individual
12397;Individual
12398;Individual
12399;Individual
12400;Individual
12401;Individual
12402;Individual
12403;Individual
12404;Individual
12406;Individual
12407;Individual
12408;Individual
12409;Individual
12410;Individual
12411;Individual
12412;Individual
12413;Individual
12414;Individual
12415;Individual
12416;Individual
12418;Individual
12419;Individual
12420;Individual
12421;Individual
12422;Individual
12423;Individual
12424;Individual
12425;Individual
12426;Individual
12427;Individual
12428;Individual
12429;Individual
12430;Individual
12431;Individual
12432;Individual
12433;Individual
12434;Individual
12435;Individual
12436;Individual
12437;Individual
12438;Individual
12439;Individual
12440;Individual
12441;Individual
12442;Individual
12444;Individual
12445;Individual
12446;Individual
12447;Individual
12448;Individual
12449;Individual
12450;Individual
12451;Individual
12452;Individual
12453;Individual
12454;Individual
12455;Individual
12457;Individual
12458;Individual
12459;Individual
12460;Individual
12461;Individual
12462;Individual
12463;Individual
12464;Individual
12465;Individual
12466;Individual
12467;Individual
12468;Individual
12469;Individual
12470;Individual
12471;Individual
12472;Individual
12473;Individual
12474;Individual
12475;Individual
12476;Individual
12477;Individual
12479;Individual
12480;Individual
12481;Individual
12482;Individual
12483;Individual
12484;Individual
12485;Individual
12486;Individual
12487;Individual
12488;Individual
12489;Individual
12490;Individual
12491;Individual
12492;Individual
12493;Individual
12494;Individual
12495;Individual
12496;Individual
12497;Individual
12498;Individual
12499;Individual
12500;Individual
12501;Individual
12502;Individual
12503;Individual
12504;Individual
12505;Individual
12506;Individual
12507;Individual
12508;Individual
12509;Individual
12510;Individual
12511;Individual
12512;Individual
12513;Individual
12514;Individual
12515;Individual
12516;Individual
12517;Individual
12518;Individual
12519;Individual
12520;Individual
12521;Individual
12522;Individual
12523;Individual
12524;Individual
12525;Individual
12526;Individual
12527;Individual
12528;Individual
12530;Individual
12531;Individual
12532;Individual
12533;Individual
12534;Individual
12535;Individual
12536;Individual
12537;Individual
12538;Individual
12539;Individual
12540;Individual
12541;Individual
12543;Individual
12544;Individual
12545;Individual
12546;Individual
12547;Individual
12548;Individual
12549;Individual
12550;Individual
12551;Individual
12552;Individual
12553;Individual
12554;Individual
12555;Individual
12556;Individual
12557;Individual
12558;Individual
12559;Individual
12560;Individual
12561;Individual
12562;Individual
12563;Individual
12564;Individual
12565;Individual
12566;Individual
12567;Individual
