ProductID;ProductName;Product;ProductNumber;MakeFlag;FinishedGoodsFlag;Color;SafetyStockLevel;ReorderPoint;StandardCost;ListPrice;Size;SizeUnitMeasureCode;WeightUnitMeasureCode;Weight;DaysToManufacture;ProductLine;Class;Style;ProductSubcategoryID;ProductModelID;SellStartDate;SellEndDate;DiscontinuedDate
790;Road-250 Red, 48;BK-R89R-48 : Road-250 Red, 48;BK-R89R-48;1;1;Red;100;75;1518.7864;2443.35;48;CM;LB;15.13;4;R;H;U;2;26;7/1/2002 12:00:00 AM;6/30/2003 12:00:00 AM;
751;Road-150 Red, 48;BK-R93R-48 : Road-150 Red, 48;BK-R93R-48;1;1;Red;100;75;2171.2942;3578.27;48;CM;LB;14.13;4;R;H;U;2;25;7/1/2001 12:00:00 AM;6/30/2002 12:00:00 AM;
791;Road-250 Red, 52;BK-R89R-52 : Road-250 Red, 52;BK-R89R-52;1;1;Red;100;75;1518.7864;2443.35;52;CM;LB;15.42;4;R;H;U;2;26;7/1/2002 12:00:00 AM;6/30/2003 12:00:00 AM;
752;Road-150 Red, 52;BK-R93R-52 : Road-150 Red, 52;BK-R93R-52;1;1;Red;100;75;2171.2942;3578.27;52;CM;LB;14.42;4;R;H;U;2;25;7/1/2001 12:00:00 AM;6/30/2002 12:00:00 AM;
753;Road-150 Red, 56;BK-R93R-56 : Road-150 Red, 56;BK-R93R-56;1;1;Red;100;75;2171.2942;3578.27;56;CM;LB;14.68;4;R;H;U;2;25;7/1/2001 12:00:00 AM;6/30/2002 12:00:00 AM;
792;Road-250 Red, 58;BK-R89R-58 : Road-250 Red, 58;BK-R89R-58;1;1;Red;100;75;1554.9479;2443.35;58;CM;LB;15.79;4;R;H;U;2;26;7/1/2002 12:00:00 AM;;
749;Road-150 Red, 62;BK-R93R-62 : Road-150 Red, 62;BK-R93R-62;1;1;Red;100;75;2171.2942;3578.27;62;CM;LB;15.00;4;R;H;U;2;25;7/1/2001 12:00:00 AM;6/30/2002 12:00:00 AM;
779;Mountain-200 Silver, 38;BK-M68S-38 : Mountain-200 Silver, 38;BK-M68S-38;1;1;Silver;100;75;1265.6195;2319.99;38;CM;LB;23.35;4;M;H;U;1;20;7/1/2002 12:00:00 AM;;
771;Mountain-100 Silver, 38;BK-M82S-38 : Mountain-100 Silver, 38;BK-M82S-38;1;1;Silver;100;75;1912.1544;3399.99;38;CM;LB;20.35;4;M;H;U;1;19;7/1/2001 12:00:00 AM;6/30/2002 12:00:00 AM;
780;Mountain-200 Silver, 42;BK-M68S-42 : Mountain-200 Silver, 42;BK-M68S-42;1;1;Silver;100;75;1265.6195;2319.99;42;CM;LB;23.77;4;M;H;U;1;20;7/1/2002 12:00:00 AM;;
772;Mountain-100 Silver, 42;BK-M82S-42 : Mountain-100 Silver, 42;BK-M82S-42;1;1;Silver;100;75;1912.1544;3399.99;42;CM;LB;20.77;4;M;H;U;1;19;7/1/2001 12:00:00 AM;6/30/2002 12:00:00 AM;
773;Mountain-100 Silver, 44;BK-M82S-44 : Mountain-100 Silver, 44;BK-M82S-44;1;1;Silver;100;75;1912.1544;3399.99;44;CM;LB;21.13;4;M;H;U;1;19;7/1/2001 12:00:00 AM;6/30/2002 12:00:00 AM;
781;Mountain-200 Silver, 46;BK-M68S-46 : Mountain-200 Silver, 46;BK-M68S-46;1;1;Silver;100;75;1265.6195;2319.99;46;CM;LB;24.13;4;M;H;U;1;20;7/1/2002 12:00:00 AM;;
774;Mountain-100 Silver, 48;BK-M82S-48 : Mountain-100 Silver, 48;BK-M82S-48;1;1;Silver;100;75;1912.1544;3399.99;48;CM;LB;21.42;4;M;H;U;1;19;7/1/2001 12:00:00 AM;6/30/2002 12:00:00 AM;
954;Touring-1000 Yellow, 46;BK-T79Y-46 : Touring-1000 Yellow, 46;BK-T79Y-46;1;1;Yellow;100;75;1481.9379;2384.07;46;CM;LB;25.13;4;T;H;U;3;34;7/1/2003 12:00:00 AM;;
955;Touring-1000 Yellow, 50;BK-T79Y-50 : Touring-1000 Yellow, 50;BK-T79Y-50;1;1;Yellow;100;75;1481.9379;2384.07;50;CM;LB;25.42;4;T;H;U;3;34;7/1/2003 12:00:00 AM;;
956;Touring-1000 Yellow, 54;BK-T79Y-54 : Touring-1000 Yellow, 54;BK-T79Y-54;1;1;Yellow;100;75;1481.9379;2384.07;54;CM;LB;25.68;4;T;H;U;3;34;7/1/2003 12:00:00 AM;;
957;Touring-1000 Yellow, 60;BK-T79Y-60 : Touring-1000 Yellow, 60;BK-T79Y-60;1;1;Yellow;100;75;1481.9379;2384.07;60;CM;LB;25.90;4;T;H;U;3;34;7/1/2003 12:00:00 AM;;
747;HL Mountain Frame - Black, 38;FR-M94B-38 : HL Mountain Frame - Black, 38;FR-M94B-38;1;1;Black;500;375;739.041;1349.6;38;CM;LB;2.68;2;M;H;U;12;5;7/1/2001 12:00:00 AM;;
743;HL Mountain Frame - Black, 42;FR-M94B-42 : HL Mountain Frame - Black, 42;FR-M94B-42;1;1;Black;500;375;739.041;1349.6;42;CM;LB;2.72;1;M;H;U;12;5;7/1/2001 12:00:00 AM;;
744;HL Mountain Frame - Black, 44;FR-M94B-44 : HL Mountain Frame - Black, 44;FR-M94B-44;1;1;Black;500;375;699.0928;1349.6;44;CM;LB;2.76;1;M;H;U;12;5;7/1/2001 12:00:00 AM;6/30/2002 12:00:00 AM;
838;HL Road Frame - Black, 44;FR-R92B-44 : HL Road Frame - Black, 44;FR-R92B-44;1;1;Black;500;375;868.6342;1431.5;44;CM;LB;2.12;1;R;H;U;14;6;7/1/2002 12:00:00 AM;;
745;HL Mountain Frame - Black, 48;FR-M94B-48 : HL Mountain Frame - Black, 48;FR-M94B-48;1;1;Black;500;375;699.0928;1349.6;48;CM;LB;2.80;1;M;H;U;12;5;7/1/2001 12:00:00 AM;6/30/2002 12:00:00 AM;
839;HL Road Frame - Black, 48;FR-R92B-48 : HL Road Frame - Black, 48;FR-R92B-48;1;1;Black;500;375;868.6342;1431.5;48;CM;LB;2.16;1;R;H;U;14;6;7/1/2002 12:00:00 AM;;
951;HL Crankset;CS-9183 : HL Crankset;CS-9183;1;1;Black;500;375;179.8156;404.99;;;G;575.00;1;;H;;8;101;7/1/2003 12:00:00 AM;;
817;HL Mountain Front Wheel;FW-M928 : HL Mountain Front Wheel;FW-M928;1;1;Black;500;375;133.2955;300.215;;;;;1;M;H;;17;46;7/1/2002 12:00:00 AM;6/30/2003 12:00:00 AM;
820;HL Road Front Wheel;FW-R820 : HL Road Front Wheel;FW-R820;1;1;Black;500;375;146.5466;330.06;;;G;650.00;1;R;H;;17;51;7/1/2002 12:00:00 AM;6/30/2003 12:00:00 AM;
825;HL Mountain Rear Wheel;RW-M928 : HL Mountain Rear Wheel;RW-M928;1;1;Black;500;375;145.2835;327.215;;;;;1;M;H;;17;125;7/1/2002 12:00:00 AM;6/30/2003 12:00:00 AM;
828;HL Road Rear Wheel;RW-R820 : HL Road Rear Wheel;RW-R820;1;1;Black;500;375;158.5346;357.06;;;G;890.00;1;R;H;;17;78;7/1/2002 12:00:00 AM;6/30/2003 12:00:00 AM;
890;HL Touring Frame - Blue, 46;FR-T98U-46 : HL Touring Frame - Blue, 46;FR-T98U-46;1;1;Blue;500;375;601.7437;1003.91;46;CM;LB;2.96;1;T;H;U;16;7;7/1/2003 12:00:00 AM;;
891;HL Touring Frame - Blue, 50;FR-T98U-50 : HL Touring Frame - Blue, 50;FR-T98U-50;1;1;Blue;500;375;601.7437;1003.91;50;CM;LB;3.00;1;T;H;U;16;7;7/1/2003 12:00:00 AM;;
892;HL Touring Frame - Blue, 54;FR-T98U-54 : HL Touring Frame - Blue, 54;FR-T98U-54;1;1;Blue;500;375;601.7437;1003.91;54;CM;LB;3.04;1;T;H;U;16;7;7/1/2003 12:00:00 AM;;
893;HL Touring Frame - Blue, 60;FR-T98U-60 : HL Touring Frame - Blue, 60;FR-T98U-60;1;1;Blue;500;375;601.7437;1003.91;60;CM;LB;3.08;1;T;H;U;16;7;7/1/2003 12:00:00 AM;;
718;HL Road Frame - Red, 44;FR-R92R-44 : HL Road Frame - Red, 44;FR-R92R-44;1;1;Red;500;375;868.6342;1431.5;44;CM;LB;2.12;1;R;H;U;14;6;7/1/2001 12:00:00 AM;;
719;HL Road Frame - Red, 48;FR-R92R-48 : HL Road Frame - Red, 48;FR-R92R-48;1;1;Red;500;375;868.6342;1431.5;48;CM;LB;2.16;1;R;H;U;14;6;7/1/2001 12:00:00 AM;;
717;HL Road Frame - Red, 62;FR-R92R-62 : HL Road Frame - Red, 62;FR-R92R-62;1;1;Red;500;375;868.6342;1431.5;62;CM;LB;2.30;1;R;H;U;14;6;7/1/2001 12:00:00 AM;;
748;HL Mountain Frame - Silver, 38;FR-M94S-38 : HL Mountain Frame - Silver, 38;FR-M94S-38;1;1;Silver;500;375;747.2002;1364.5;38;CM;LB;2.68;2;M;H;U;12;5;7/1/2001 12:00:00 AM;;
739;HL Mountain Frame - Silver, 42;FR-M94S-42 : HL Mountain Frame - Silver, 42;FR-M94S-42;1;1;Silver;500;375;747.2002;1364.5;42;CM;LB;2.72;1;M;H;U;12;5;7/1/2001 12:00:00 AM;;
742;HL Mountain Frame - Silver, 46;FR-M94S-46 : HL Mountain Frame - Silver, 46;FR-M94S-46;1;1;Silver;500;375;747.2002;1364.5;46;CM;LB;2.84;1;M;H;U;12;5;7/1/2001 12:00:00 AM;;
741;HL Mountain Frame - Silver, 48;FR-M94S-52 : HL Mountain Frame - Silver, 48;FR-M94S-52;1;1;Silver;500;375;706.811;1364.5;48;CM;LB;2.80;1;M;H;U;12;5;7/1/2001 12:00:00 AM;6/30/2002 12:00:00 AM;
937;HL Mountain Pedal;PD-M562 : HL Mountain Pedal;PD-M562;0;1;Silver/Black;500;375;35.9596;80.99;;;G;185.00;1;M;H;;13;64;7/1/2003 12:00:00 AM;;
940;HL Road Pedal;PD-R853 : HL Road Pedal;PD-R853;0;1;Silver/Black;500;375;35.9596;80.99;;;G;149.00;1;R;H;;13;70;7/1/2003 12:00:00 AM;;
887;HL Touring Frame - Yellow, 46;FR-T98Y-46 : HL Touring Frame - Yellow, 46;FR-T98Y-46;1;1;Yellow;500;375;601.7437;1003.91;46;CM;LB;2.96;1;T;H;U;16;7;7/1/2003 12:00:00 AM;;
888;HL Touring Frame - Yellow, 50;FR-T98Y-50 : HL Touring Frame - Yellow, 50;FR-T98Y-50;1;1;Yellow;500;375;601.7437;1003.91;50;CM;LB;3.00;1;T;H;U;16;7;7/1/2003 12:00:00 AM;;
889;HL Touring Frame - Yellow, 54;FR-T98Y-54 : HL Touring Frame - Yellow, 54;FR-T98Y-54;1;1;Yellow;500;375;601.7437;1003.91;54;CM;LB;3.04;1;T;H;U;16;7;7/1/2003 12:00:00 AM;;
885;HL Touring Frame - Yellow, 60;FR-T98Y-60 : HL Touring Frame - Yellow, 60;FR-T98Y-60;1;1;Yellow;500;375;601.7437;1003.91;60;CM;LB;3.08;1;T;H;U;16;7;7/1/2003 12:00:00 AM;;
996;HL Bottom Bracket;BB-9108 : HL Bottom Bracket;BB-9108;1;1;;500;375;53.9416;121.49;;;G;170.00;1;;H;;5;97;7/1/2003 12:00:00 AM;;
804;HL Fork;FK-9939 : HL Fork;FK-9939;1;1;;500;375;101.8936;229.49;;;;;1;;H;;10;106;7/1/2002 12:00:00 AM;6/30/2003 12:00:00 AM;
810;HL Mountain Handlebars;HB-M918 : HL Mountain Handlebars;HB-M918;1;1;;500;375;53.3999;120.27;;;;;1;M;H;;4;55;7/1/2002 12:00:00 AM;;
813;HL Road Handlebars;HB-R956 : HL Road Handlebars;HB-R956;1;1;;500;375;53.3999;120.27;;;;;1;R;H;;4;58;7/1/2002 12:00:00 AM;;
947;HL Touring Handlebars;HB-T928 : HL Touring Handlebars;HB-T928;1;1;;500;375;40.6571;91.57;;;;;1;T;H;;4;48;7/1/2003 12:00:00 AM;;
807;HL Headset;HS-3479 : HL Headset;HS-3479;1;1;;500;375;55.3801;124.73;;;;;1;;H;;11;61;7/1/2002 12:00:00 AM;6/30/2003 12:00:00 AM;
910;HL Mountain Seat/Saddle;SE-M940 : HL Mountain Seat/Saddle;SE-M940;0;1;;500;375;23.3722;52.64;;;;;1;M;H;;15;81;7/1/2003 12:00:00 AM;;
913;HL Road Seat/Saddle;SE-R995 : HL Road Seat/Saddle;SE-R995;0;1;;500;375;23.3722;52.64;;;;;1;R;H;;15;84;7/1/2003 12:00:00 AM;;
916;HL Touring Seat/Saddle;SE-T924 : HL Touring Seat/Saddle;SE-T924;0;1;;500;375;23.3722;52.64;;;;;1;T;H;;15;67;7/1/2003 12:00:00 AM;;
930;HL Mountain Tire;TI-M823 : HL Mountain Tire;TI-M823;0;1;;500;375;13.09;35;;;;;0;M;H;;37;87;7/1/2003 12:00:00 AM;;
933;HL Road Tire;TI-R982 : HL Road Tire;TI-R982;0;1;;500;375;12.1924;32.6;;;;;0;R;H;;37;90;7/1/2003 12:00:00 AM;;
989;Mountain-500 Black, 40;BK-M18B-40 : Mountain-500 Black, 40;BK-M18B-40;1;1;Black;100;75;294.5797;539.99;40;CM;LB;27.35;4;M;L;U;1;23;7/1/2003 12:00:00 AM;;
990;Mountain-500 Black, 42;BK-M18B-42 : Mountain-500 Black, 42;BK-M18B-42;1;1;Black;100;75;294.5797;539.99;42;CM;LB;27.77;4;M;L;U;1;23;7/1/2003 12:00:00 AM;;
991;Mountain-500 Black, 44;BK-M18B-44 : Mountain-500 Black, 44;BK-M18B-44;1;1;Black;100;75;294.5797;539.99;44;CM;LB;28.13;4;M;L;U;1;23;7/1/2003 12:00:00 AM;;
997;Road-750 Black, 44;BK-R19B-44 : Road-750 Black, 44;BK-R19B-44;1;1;Black;100;75;343.6496;539.99;44;CM;LB;19.77;4;R;L;U;2;31;7/1/2003 12:00:00 AM;;
768;Road-650 Black, 44;BK-R50B-44 : Road-650 Black, 44;BK-R50B-44;1;1;Black;100;75;486.7066;782.99;44;CM;LB;18.77;4;R;L;U;2;30;7/1/2001 12:00:00 AM;6/30/2003 12:00:00 AM;
992;Mountain-500 Black, 48;BK-M18B-48 : Mountain-500 Black, 48;BK-M18B-48;1;1;Black;100;75;294.5797;539.99;48;CM;LB;28.42;4;M;L;U;1;23;7/1/2003 12:00:00 AM;;
998;Road-750 Black, 48;BK-R19B-48 : Road-750 Black, 48;BK-R19B-48;1;1;Black;100;75;343.6496;539.99;48;CM;LB;20.13;4;R;L;U;2;31;7/1/2003 12:00:00 AM;;
769;Road-650 Black, 48;BK-R50B-48 : Road-650 Black, 48;BK-R50B-48;1;1;Black;100;75;486.7066;782.99;48;CM;LB;19.13;4;R;L;U;2;30;7/1/2001 12:00:00 AM;6/30/2003 12:00:00 AM;
993;Mountain-500 Black, 52;BK-M18B-52 : Mountain-500 Black, 52;BK-M18B-52;1;1;Black;100;75;294.5797;539.99;52;CM;LB;28.68;4;M;L;U;1;23;7/1/2003 12:00:00 AM;;
999;Road-750 Black, 52;BK-R19B-52 : Road-750 Black, 52;BK-R19B-52;1;1;Black;100;75;343.6496;539.99;52;CM;LB;20.42;4;R;L;U;2;31;7/1/2003 12:00:00 AM;;
770;Road-650 Black, 52;BK-R50B-52 : Road-650 Black, 52;BK-R50B-52;1;1;Black;100;75;486.7066;782.99;52;CM;LB;19.42;4;R;L;U;2;30;7/1/2001 12:00:00 AM;6/30/2003 12:00:00 AM;
977;Road-750 Black, 58;BK-R19B-58 : Road-750 Black, 58;BK-R19B-58;1;1;Black;100;75;343.6496;539.99;58;CM;LB;20.79;4;R;L;U;2;31;7/1/2003 12:00:00 AM;;
765;Road-650 Black, 58;BK-R50B-58 : Road-650 Black, 58;BK-R50B-58;1;1;Black;100;75;486.7066;782.99;58;CM;LB;19.79;4;R;L;U;2;30;7/1/2001 12:00:00 AM;6/30/2003 12:00:00 AM;
766;Road-650 Black, 60;BK-R50B-60 : Road-650 Black, 60;BK-R50B-60;1;1;Black;100;75;486.7066;782.99;60;CM;LB;19.90;4;R;L;U;2;30;7/1/2001 12:00:00 AM;6/30/2003 12:00:00 AM;
767;Road-650 Black, 62;BK-R50B-62 : Road-650 Black, 62;BK-R50B-62;1;1;Black;100;75;486.7066;782.99;62;CM;LB;20.00;4;R;L;U;2;30;7/1/2001 12:00:00 AM;6/30/2003 12:00:00 AM;
978;Touring-3000 Blue, 44;BK-T18U-44 : Touring-3000 Blue, 44;BK-T18U-44;1;1;Blue;100;75;461.4448;742.35;44;CM;LB;28.77;4;T;L;U;3;36;7/1/2003 12:00:00 AM;;
979;Touring-3000 Blue, 50;BK-T18U-50 : Touring-3000 Blue, 50;BK-T18U-50;1;1;Blue;100;75;461.4448;742.35;50;CM;LB;29.13;4;T;L;U;3;36;7/1/2003 12:00:00 AM;;
958;Touring-3000 Blue, 54;BK-T18U-54 : Touring-3000 Blue, 54;BK-T18U-54;1;1;Blue;100;75;461.4448;742.35;54;CM;LB;29.68;4;T;L;U;3;36;7/1/2003 12:00:00 AM;;
959;Touring-3000 Blue, 58;BK-T18U-58 : Touring-3000 Blue, 58;BK-T18U-58;1;1;Blue;100;75;461.4448;742.35;58;CM;LB;29.90;4;T;L;U;3;36;7/1/2003 12:00:00 AM;;
960;Touring-3000 Blue, 62;BK-T18U-62 : Touring-3000 Blue, 62;BK-T18U-62;1;1;Blue;100;75;461.4448;742.35;62;CM;LB;30.00;4;T;L;U;3;36;7/1/2003 12:00:00 AM;;
762;Road-650 Red, 44;BK-R50R-44 : Road-650 Red, 44;BK-R50R-44;1;1;Red;100;75;486.7066;782.99;44;CM;LB;18.77;4;R;L;U;2;30;7/1/2001 12:00:00 AM;6/30/2003 12:00:00 AM;
763;Road-650 Red, 48;BK-R50R-48 : Road-650 Red, 48;BK-R50R-48;1;1;Red;100;75;486.7066;782.99;48;CM;LB;19.13;4;R;L;U;2;30;7/1/2001 12:00:00 AM;6/30/2003 12:00:00 AM;
764;Road-650 Red, 52;BK-R50R-52 : Road-650 Red, 52;BK-R50R-52;1;1;Red;100;75;486.7066;782.99;52;CM;LB;19.42;4;R;L;U;2;30;7/1/2001 12:00:00 AM;6/30/2003 12:00:00 AM;
759;Road-650 Red, 58;BK-R50R-58 : Road-650 Red, 58;BK-R50R-58;1;1;Red;100;75;486.7066;782.99;58;CM;LB;19.79;4;R;L;U;2;30;7/1/2001 12:00:00 AM;6/30/2003 12:00:00 AM;
760;Road-650 Red, 60;BK-R50R-60 : Road-650 Red, 60;BK-R50R-60;1;1;Red;100;75;486.7066;782.99;60;CM;LB;19.90;4;R;L;U;2;30;7/1/2001 12:00:00 AM;6/30/2003 12:00:00 AM;
761;Road-650 Red, 62;BK-R50R-62 : Road-650 Red, 62;BK-R50R-62;1;1;Red;100;75;486.7066;782.99;62;CM;LB;20.00;4;R;L;U;2;30;7/1/2001 12:00:00 AM;6/30/2003 12:00:00 AM;
984;Mountain-500 Silver, 40;BK-M18S-40 : Mountain-500 Silver, 40;BK-M18S-40;1;1;Silver;100;75;308.2179;564.99;40;CM;LB;27.35;4;M;L;U;1;23;7/1/2003 12:00:00 AM;;
985;Mountain-500 Silver, 42;BK-M18S-42 : Mountain-500 Silver, 42;BK-M18S-42;1;1;Silver;100;75;308.2179;564.99;42;CM;LB;27.77;4;M;L;U;1;23;7/1/2003 12:00:00 AM;;
986;Mountain-500 Silver, 44;BK-M18S-44 : Mountain-500 Silver, 44;BK-M18S-44;1;1;Silver;100;75;308.2179;564.99;44;CM;LB;28.13;4;M;L;U;1;23;7/1/2003 12:00:00 AM;;
987;Mountain-500 Silver, 48;BK-M18S-48 : Mountain-500 Silver, 48;BK-M18S-48;1;1;Silver;100;75;308.2179;564.99;48;CM;LB;28.42;4;M;L;U;1;23;7/1/2003 12:00:00 AM;;
988;Mountain-500 Silver, 52;BK-M18S-52 : Mountain-500 Silver, 52;BK-M18S-52;1;1;Silver;100;75;308.2179;564.99;52;CM;LB;28.68;4;M;L;U;1;23;7/1/2003 12:00:00 AM;;
961;Touring-3000 Yellow, 44;BK-T18Y-44 : Touring-3000 Yellow, 44;BK-T18Y-44;1;1;Yellow;100;75;461.4448;742.35;44;CM;LB;28.77;4;T;L;U;3;36;7/1/2003 12:00:00 AM;;
962;Touring-3000 Yellow, 50;BK-T18Y-50 : Touring-3000 Yellow, 50;BK-T18Y-50;1;1;Yellow;100;75;461.4448;742.35;50;CM;LB;29.13;4;T;L;U;3;36;7/1/2003 12:00:00 AM;;
963;Touring-3000 Yellow, 54;BK-T18Y-54 : Touring-3000 Yellow, 54;BK-T18Y-54;1;1;Yellow;100;75;461.4448;742.35;54;CM;LB;29.42;4;T;L;U;3;36;7/1/2003 12:00:00 AM;;
964;Touring-3000 Yellow, 58;BK-T18Y-58 : Touring-3000 Yellow, 58;BK-T18Y-58;1;1;Yellow;100;75;461.4448;742.35;58;CM;LB;29.79;4;T;L;U;3;36;7/1/2003 12:00:00 AM;;
965;Touring-3000 Yellow, 62;BK-T18Y-62 : Touring-3000 Yellow, 62;BK-T18Y-62;1;1;Yellow;100;75;461.4448;742.35;62;CM;LB;30.00;4;T;L;U;3;36;7/1/2003 12:00:00 AM;;
943;LL Mountain Frame - Black, 40;FR-M21B-40 : LL Mountain Frame - Black, 40;FR-M21B-40;1;1;Black;500;375;136.785;249.79;40;CM;LB;2.88;2;M;L;U;12;8;7/1/2003 12:00:00 AM;;
924;LL Mountain Frame - Black, 42;FR-M21B-42 : LL Mountain Frame - Black, 42;FR-M21B-42;1;1;Black;500;375;136.785;249.79;42;CM;LB;2.92;1;M;L;U;12;8;7/1/2003 12:00:00 AM;;
925;LL Mountain Frame - Black, 44;FR-M21B-44 : LL Mountain Frame - Black, 44;FR-M21B-44;1;1;Black;500;375;136.785;249.79;44;CM;LB;2.96;1;M;L;U;12;8;7/1/2003 12:00:00 AM;;
736;LL Road Frame - Black, 44;FR-R38B-44 : LL Road Frame - Black, 44;FR-R38B-44;1;1;Black;500;375;204.6251;337.22;44;CM;LB;2.32;1;R;L;U;14;9;7/1/2001 12:00:00 AM;;
926;LL Mountain Frame - Black, 48;FR-M21B-48 : LL Mountain Frame - Black, 48;FR-M21B-48;1;1;Black;500;375;136.785;249.79;48;CM;LB;3.00;1;M;L;U;12;8;7/1/2003 12:00:00 AM;;
927;LL Mountain Frame - Black, 52;FR-M21B-52 : LL Mountain Frame - Black, 52;FR-M21B-52;1;1;Black;500;375;136.785;249.79;52;CM;LB;3.04;1;M;L;U;12;8;7/1/2003 12:00:00 AM;;
738;LL Road Frame - Black, 52;FR-R38B-52 : LL Road Frame - Black, 52;FR-R38B-52;1;1;Black;500;375;204.6251;337.22;52;CM;LB;2.40;1;R;L;U;14;9;7/1/2001 12:00:00 AM;;
722;LL Road Frame - Black, 58;FR-R38B-58 : LL Road Frame - Black, 58;FR-R38B-58;1;1;Black;500;375;204.6251;337.22;58;CM;LB;2.46;1;R;L;U;14;9;7/1/2001 12:00:00 AM;;
723;LL Road Frame - Black, 60;FR-R38B-60 : LL Road Frame - Black, 60;FR-R38B-60;1;1;Black;500;375;204.6251;337.22;60;CM;LB;2.48;1;R;L;U;14;9;7/1/2001 12:00:00 AM;;
949;LL Crankset;CS-4759 : LL Crankset;CS-4759;1;1;Black;500;375;77.9176;175.49;;;G;600.00;1;;L;;8;99;7/1/2003 12:00:00 AM;;
815;LL Mountain Front Wheel;FW-M423 : LL Mountain Front Wheel;FW-M423;1;1;Black;500;375;26.9708;60.745;;;;;1;M;L;;17;42;7/1/2002 12:00:00 AM;6/30/2003 12:00:00 AM;
