GeoKey;Latitude;Longitude
FranceSeine (Paris)Paris75019;48.8906136;2.3867083
FranceSeine et MarneLieusaint77127;48.6256714;2.5546241
FranceSeine et MarneRoissy en Brie77680;48.794038;2.6600763
FranceSeine Saint DenisBobigny93000;48.9100302;2.422169
FranceSeine Saint DenisDrancy93700;48.9221928;2.4429597
FranceSeine Saint DenisPantin93500;48.8977492;2.4070294
FranceSeine Saint DenisSaint-Denis93400;48.9093087;2.3347745
FranceSeine Saint DenisTremblay-en-France93290;48.982984;2.5472983
FranceSommeSaint Ouen80610;50.0374066;2.1210212
"FranceVal d'OiseCergy95000";49.0525005;2.0388296
FranceVal de MarneOrly94310;48.7468342;2.4054748
FranceYvelineChatou78400;48.8977009;2.1541059
FranceYvelineSaint Germain en Laye78100;48.9315928;2.0921881
FranceYvelineVersailles78000;48.8051741;2.1219587
GermanyBayernAugsburg86150;48.3656729;10.8942662
GermanyBayernErlangen91054;49.6033151;11.0243084
GermanyBayernFrankfurt91480;49.6803988;10.5255539
GermanyBayernGrevenbroich41485;51.089651;6.585602
GermanyBayernHof95010;50.2887145;11.8635693
GermanyBayernIngolstadt85049;48.762145;11.425389
GermanyBrandenburgBerlin14197;52.4751239;13.310821
GermanyBrandenburgEilenburg04838;51.459915;12.632663
GermanyHamburgAugsburg86171;48.3654574;10.8947684
GermanyHamburgBerlin10210;53.553802;10.027118
GermanyHamburgBerlin10791;52.504122;13.348477
GermanyHamburgBerlin12311;53.553802;10.027118
GermanyHamburgBerlin14111;53.553802;10.027118
GermanyHamburgBonn53131;50.7327045;7.0963113
GermanyHamburgEssen45001;53.5741715;10.0443246
GermanyHamburgFrankfurt am Main60355;50.1115118;8.6805059
GermanyHamburgHamburg20354;53.5596267;9.9936835
GermanyHamburgMuehlheim63151;51.8510052;4.5112031
GermanyHamburgMünchen80074;48.1391265;11.5801863
GermanyHessenBad Soden65800;50.1443132;8.5010986
GermanyHessenBerlin12171;52.4753239;13.374301
GermanyHessenBerlin13441;52.4753239;13.374301
GermanyHessenBerlin14111;52.4753239;13.374301
GermanyHessenBerlin14129;52.4753239;13.374301
GermanyHessenDarmstadt64283;49.872049;8.6514634
GermanyHessenDuesseldorf40434;51.19654;6.696986
GermanyHessenDuesseldorf40605;51.236661;6.694524
GermanyHessenFrankfurt60323;50.1258328;8.6622813
GermanyHessenHamburg22001;53.637273;9.966148
GermanyHessenKassel34117;51.3170536;9.4924552
GermanyHessenMünchen80074;48.1391265;11.5801863
GermanyHessenSalzgitter38231;51.2446942;9.4486173
GermanyNordrhein-WestfalenBerlin10501;50.977367;7.529013
GermanyNordrhein-WestfalenBerlin14197;50.977367;7.529013
GermanyNordrhein-WestfalenBonn53131;50.730316;7.098403
GermanyNordrhein-WestfalenBottrop46236;51.5267424;6.9243806
GermanyNordrhein-WestfalenBraunschweig38001;51.508985;6.840802
GermanyNordrhein-WestfalenHannover30601;51.503302;7.162793
GermanyNordrhein-WestfalenLeipzig04139;51.3396731;12.3713639
GermanyNordrhein-WestfalenMünchen80074;51.441745;6.646775
GermanyNordrhein-WestfalenPaderborn33098;51.7113515;8.7542577
GermanyNordrhein-WestfalenSolingen42651;51.1787566;7.1038151
GermanyNordrhein-WestfalenWerne59368;51.6705945;7.5909062
GermanySaarlandBerlin12171;52.5234051;13.4113999
GermanySaarlandBerlin12311;52.5234051;13.4113999
GermanySaarlandBerlin14197;52.5234051;13.4113999
GermanySaarlandMünchen48001;51.204117;6.433378
GermanySaarlandMünster48001;49.4680783;7.1676615
GermanySaarlandNeunkirchen66578;49.3648424;7.1218974
GermanySaarlandOffenbach63009;50.1049197;8.758561
GermanySaarlandSaarbrücken66001;49.2405911;6.9900427
GermanySaarlandSaarlouis66740;49.301304;6.7369506
GermanySaarlandSulzbach Taunus66272;50.133876;8.527121
United KingdomEnglandAbingdonOX14 4SE;51.6700706;-1.2850126
United KingdomEnglandBasingstoke HantsRG24 8PL;51.2846488;-1.0526527
United KingdomEnglandBerksSL4 1RH;51.4974816;-0.6431502
United KingdomEnglandBillericayCM11;51.6035928;0.4433
United KingdomEnglandBirminghamB29 6SL;52.4443395;-1.9190395
United KingdomEnglandBracknellRG12 8TB;51.416623;-0.7702759
United KingdomEnglandBuryPE17;53.5934589;-2.2985402
United KingdomEnglandCambridgeCB4 4BZ;52.2309912;0.1295545
United KingdomEnglandCheltenhamGL50;51.8906329;-2.086796
United KingdomEnglandEsher-MoleseyEM15;51.3696161;-0.3656661
United KingdomEnglandGatesheadGA10;54.9593729;-1.6018252
United KingdomEnglandGloucestershireGL7 1RY;51.7119099;-1.9611707
United KingdomEnglandHigh WycombeHP10 9QY;51.6048559;-0.7202194
United KingdomEnglandKirkbyKB9;53.4841322;-2.8882155
United KingdomEnglandLancasterLA1 1LN;54.0603941;-2.8022267
United KingdomEnglandLeedsLE18;52.5771785;-1.1307692
United KingdomEnglandLiverpoolL4 4HB;53.4359087;-2.9793575
United KingdomEnglandLondonC2H 7AU;51.5001524;-0.1262362
United KingdomEnglandLondonE17 6JF;51.5741658;-0.0279261
United KingdomEnglandLondonEC1R 0DU;51.5225124;-0.1104922
United KingdomEnglandLondonSE1 8HL;51.5077388;-0.0990485
United KingdomEnglandLondonSW1P 2NU;51.4925991;-0.1305692
United KingdomEnglandLondonSW6 SBY;51.474111;-0.2010027
United KingdomEnglandLondonSW8 1XD;51.4768234;-0.1422428
United KingdomEnglandLondonSW8 4BG;51.4768234;-0.1422428
United KingdomEnglandLondonSW19 3RU;51.4190002;-0.1859352
United KingdomEnglandLondonW1N 9FA;51.5001524;-0.1262362
United KingdomEnglandLondonW1V 5RN;51.5001524;-0.1262362
United KingdomEnglandLondonW1X3SE;51.5001524;-0.1262362
United KingdomEnglandLondonW1Y 3RA;51.5001524;-0.1262362
United KingdomEnglandLondonW10 6BL;51.5187408;-0.221945
United KingdomEnglandMaidenheadSL67RJ;51.5363986;-0.7303696
United KingdomEnglandMilton KeynesMK8 8DF;52.0360904;-0.7936672
United KingdomEnglandMilton KeynesMK8 8ZD;52.0360904;-0.7936672
United KingdomEnglandNewcastle upon TyneNT20;54.9778404;-1.6129165
United KingdomEnglandOxfordOX1;51.7239721;-1.2751145
United KingdomEnglandOxfordOX14 4SE;51.6924826;-1.2615608
United KingdomEnglandOxonOX16 8RS;52.0603557;-1.3351479
United KingdomEnglandPeterboroughPB12;52.5702461;-0.2437337
United KingdomEnglandReadingRG7 5H7;51.3953864;-0.9793019
United KingdomEnglandRuncornTY31;53.335474;-2.728895
United KingdomEnglandStoke-on-TrentAS23;53.0265029;-2.176636
United KingdomEnglandW. YorkBD1 4SJ;53.7927378;-1.7458089
United KingdomEnglandWarringtonWA1;53.3982517;-2.5634829
United KingdomEnglandWarringtonWA3 7BH;53.4130559;-2.5022655
United KingdomEnglandWatfordWA3;53.4620238;-2.4869524
United KingdomEnglandWest SussexRH15 9UD;50.9522782;-0.1468077
United KingdomEnglandWokinghamRG41 1QW;51.4146604;-0.8638315
United KingdomEnglandWoolstonWA1 4SY;53.3982517;-2.5634829
United KingdomEnglandYorkY03 4TN;53.958213;-1.092174
United KingdomEnglandYorkY024 1GF;53.9577018;-1.0822855
United KingdomEnglandYorkYO15;54.1174021;-0.1419904
United StatesAlabamaBirmingham35203;33.5178769;-86.8094808
United StatesAlabamaFlorence35630;34.8287425;-87.6482474
United StatesAlabamaHuntsville35801;34.7364493;-86.5501654
United StatesArizonaChandler85225;33.3091946;-111.8210866
United StatesArizonaGilbert85233;33.3519301;-111.8210866
United StatesArizonaMesa85201;33.4329528;-111.8449346
United StatesArizonaPhoenix85004;33.4528292;-112.0685027
United StatesArizonaScottsdale85257;33.468848;-111.910516
United StatesArizonaSurprise85374;33.6496795;-112.3933836
United StatesArizonaTucson85701;32.2147915;-110.9715269
United StatesCaliforniaAlhambra91801;34.0837958;-118.1181199
United StatesCaliforniaAuburn95603;38.8965654;-121.0768901
United StatesCaliforniaBaldwin Park91706;34.0852868;-117.9608978
United StatesCaliforniaBarstow92311;34.8957957;-117.0172826
United StatesCaliforniaBell Gardens90201;33.9652918;-118.1514588
United StatesCaliforniaBellflower90706;33.8822393;-118.1239717
United StatesCaliforniaBerkeley94704;37.8637376;-122.2682245
United StatesCaliforniaBeverly Hills90210;34.0736204;-118.4003563
United StatesCaliforniaBurbank91502;34.1772371;-118.3082034
United StatesCaliforniaBurlingame94010;37.5841026;-122.3660825
United StatesCaliforniaCamarillo93010;34.2330908;-119.0809012
United StatesCaliforniaCanoga Park91303;34.1989453;-118.597305
United StatesCaliforniaCarson90746;33.8540061;-118.2585096
United StatesCaliforniaCerritos90703;33.8724552;-118.0595907
United StatesCaliforniaChula Vista91910;32.6385134;-117.0617553
United StatesCaliforniaCitrus Heights95610;38.6977447;-121.2740813
United StatesCaliforniaCity Of Commerce90040;33.9930471;-118.153228
United StatesCaliforniaColma94014;37.6768779;-122.459695
United StatesCaliforniaConcord94519;37.9876914;-122.0098642
United StatesCaliforniaCoronado92118;32.699753;-117.2029363
United StatesCaliforniaCulver City90232;34.0185674;-118.3900204
United StatesCaliforniaDaly City94015;37.6800002;-122.4863492
United StatesCaliforniaDowney90241;33.9446393;-118.1415261
United StatesCaliforniaEl Cajon92020;32.7963222;-116.9675814
United StatesCaliforniaEl Segundo90245;33.9150066;-118.4046264
United StatesCaliforniaElk Grove95624;38.4087993;-121.3716178
United StatesCaliforniaEscondido92025;33.0864488;-117.0441009
United StatesCaliforniaEureka95501;40.7928217;-124.1511916
United StatesCaliforniaFontana92335;34.083787;-117.4673845
United StatesCaliforniaFremont94536;37.5710087;-121.9814354
United StatesCaliforniaFullerton92831;33.881922;-117.8956062
United StatesCaliforniaGilroy95020;37.0057816;-121.5682751
United StatesCaliforniaGlendale91203;34.1531191;-118.2614332
United StatesCaliforniaGrossmont91941;32.778333;-116.9875
United StatesCaliforniaHanford93230;36.3274502;-119.6456844
United StatesCaliforniaImperial Beach91932;32.5839444;-117.1130849
United StatesCaliforniaIrvine92614;33.6832497;-117.8340735
United StatesCaliforniaLa Jolla92806;33.8575;-117.87556
United StatesCaliforniaLa Mesa91941;32.7678287;-117.0230839
United StatesCaliforniaLake Elsinore92530;33.6680772;-117.3272615
United StatesCaliforniaLakewood90712;33.8493162;-118.153228
United StatesCaliforniaLemon Grove91945;32.7381191;-117.0382158
United StatesCaliforniaLincoln Acres91950;32.6678312;-117.0728066
United StatesCaliforniaLong Beach90802;33.7573518;-118.2029523
United StatesCaliforniaLos Angeles90012;34.0649594;-118.2351192
United StatesCaliforniaMill Valley94941;37.9060368;-122.5449763
United StatesCaliforniaMilpitas95035;37.4282724;-121.9066238
United StatesCaliforniaModesto95354;37.6346973;-120.9704234
United StatesCaliforniaMonrovia91016;34.1442616;-118.0019482
United StatesCaliforniaNational City91950;32.6721599;-117.0970596
United StatesCaliforniaNewark94560;37.5296593;-122.0402399
United StatesCaliforniaNewport Beach92625;33.6039059;-117.8633774
United StatesCaliforniaNovato94947;38.1074198;-122.5697032
United StatesCaliforniaOakland94611;37.8336281;-122.2029832
United StatesCaliforniaOntario91764;34.0739866;-117.6141457
United StatesCaliforniaOrange92867;33.8036197;-117.8370041
United StatesCaliforniaOxnard93030;34.2023849;-119.179765
United StatesCaliforniaPalo Alto94303;37.4561297;-122.1235054
United StatesCaliforniaPleasanton94566;37.6436199;-121.8676464
United StatesCaliforniaRedlands92373;34.0555693;-117.1825381
United StatesCaliforniaRedwood City94063;37.4895144;-122.2029832
United StatesCaliforniaSacramento95814;38.5824933;-121.4941738
United StatesCaliforniaSan Bruno94066;37.6304904;-122.4110835
United StatesCaliforniaSan Carlos94070;37.5071591;-122.2605222
United StatesCaliforniaSan Diego92102;32.7162223;-117.1323579
United StatesCaliforniaSan Francisco94109;37.7929789;-122.4212424
United StatesCaliforniaSan Gabriel91776;34.0895991;-118.0947106
United StatesCaliforniaSan Jose95112;37.3456227;-121.8847222
United StatesCaliforniaSan Mateo94404;37.5549479;-122.2710602
United StatesCaliforniaSan Ramon94583;37.7799273;-121.9780153
United StatesCaliforniaSan Ysidro92173;32.5520013;-117.0430813
United StatesCaliforniaSand City93955;36.6171819;-121.8482855
United StatesCaliforniaSanta Ana92701;33.7463915;-117.8604472
United StatesCaliforniaSanta Cruz95062;36.9774519;-121.9871217
United StatesCaliforniaSanta Monica90401;34.0126379;-118.495155
United StatesCaliforniaSherman Oaks91403;34.1423899;-118.4571974
United StatesCaliforniaSimi Valley93065;34.2702221;-118.7780987
United StatesCaliforniaSpring Valley91977;32.744774;-116.998916
United StatesCaliforniaStockton95202;37.9573836;-121.2883857
United StatesCaliforniaTorrance90505;33.8101772;-118.3520389
United StatesCaliforniaTrabuco Canyon92679;33.5941759;-117.5730639
United StatesCaliforniaUnion City94587;37.5986691;-122.0326019
United StatesCaliforniaUpland91786;34.1036996;-117.6610854
United StatesCaliforniaVan Nuys91411;34.1799855;-118.4601175
United StatesCaliforniaVisalia93291;36.3302284;-119.2920585
United StatesCaliforniaWest Covina91791;34.0566376;-117.8956062
United StatesCaliforniaWhittier90605;33.9548846;-118.0273914
United StatesCaliforniaWoodland Hills91364;34.1581013;-118.597305
United StatesColoradoDenver80203;39.7312095;-104.9826965
United StatesColoradoEnglewood80110;39.6487896;-105.0148322
United StatesColoradoGreeley80631;40.4233142;-104.7091322
United StatesColoradoLongmont80501;40.1733277;-105.1142011
United StatesColoradoLoveland80537;40.3977612;-105.0749801
United StatesColoradoParker80138;39.5186002;-104.7613633
United StatesColoradoWestminster80030;39.8300502;-105.0352855
United StatesConnecticutEast Haven06512;41.2750779;-72.8810859
United StatesConnecticutHamden06518;41.4305881;-72.9106202
United StatesConnecticutMilford06460;41.2220944;-73.0464309
United StatesConnecticutNew Haven06510;41.3047728;-72.9239095
United StatesConnecticutStamford06901;41.0539698;-73.5373266
United StatesConnecticutWaterbury06710;41.5658733;-73.0493825
United StatesFloridaBradenton34205;27.4867008;-82.5780878
United StatesFloridaClearwater33755;27.9757198;-82.7832489
United StatesFloridaDestin32541;30.3935337;-86.4957833
United StatesFloridaHollywood33021;26.0197012;-80.1819268
United StatesFloridaKendall33143;25.6993807;-80.2934522
United StatesFloridaLakeland33801;28.0486111;-81.898908
United StatesFloridaMerritt Island32952;28.2949008;-80.6659842
United StatesFloridaMiami33127;25.8105183;-80.2042436
United StatesFloridaNorth Miami Beach33162;25.9260794;-80.1819268
United StatesFloridaOrlando32804;28.5747416;-81.3949264
United StatesFloridaSarasota34236;27.3297749;-82.5375224
United StatesFloridaSunrise33322;26.1544576;-80.2711588
United StatesFloridaTampa33602;27.9552692;-82.4563199
United StatesFloridaVero Beach32960;27.6328871;-80.4048306
United StatesGeorgiaAtlanta30308;33.7717008;-84.3726049
United StatesGeorgiaAugusta30901;33.4406432;-81.9589366
United StatesGeorgiaAustell30106;33.8126059;-84.6343783
United StatesGeorgiaByron31008;32.6537561;-83.7596295
United StatesGeorgiaClarkston30021;33.8095487;-84.2396434
United StatesGeorgiaColumbus31901;32.466023;-84.9869547
United StatesGeorgiaDecatur30030;33.7748275;-84.2963123
United StatesGeorgiaLa Grange30240;33.036575;-85.03193
United StatesGeorgiaMarietta30060;33.9372318;-84.5274616
United StatesGeorgiaMcdonough30253;33.4473361;-84.1468616
United StatesGeorgiaSavannah31401;32.082038;-81.0920218
United StatesGeorgiaSuwanee30024;34.0514898;-84.0712997
United StatesIdahoIdaho Falls83402;43.4665808;-112.0341374
United StatesIdahoLewiston83501;46.4165506;-117.0176569
United StatesIdahoSandpoint83864;48.2765903;-116.5532476
United StatesIllinoisCarol Stream60188;41.9125286;-88.1347927
United StatesIllinoisChicago60610;41.9028369;-87.6359125
United StatesIllinoisElgin60120;42.0352856;-88.2558525
United StatesIllinoisJoliet60433;41.4943236;-88.0216334
United StatesIllinoisMoline61265;41.4902075;-90.4974359
United StatesIllinoisNorridge60706;41.9633641;-87.827284
United StatesIllinoisPeoria61606;40.6974655;-89.6133926
United StatesIllinoisTuscola61953;39.7991985;-88.2831038
United StatesIllinoisWest Chicago60185;41.8847507;-88.2039607
United StatesIndianaDaleville47334;40.1211545;-85.5580301
United StatesIndianaFort Wayne46807;41.0434924;-85.1531216
United StatesIndianaIndianapolis46204;39.7713425;-86.1573709
United StatesIndianaLogansport46947;40.7544843;-86.3566659
United StatesIndianaMichigan City46360;41.7075394;-86.8950297
United StatesIndianaNew Castle47362;39.928935;-85.3702476
United StatesIndianaSouth Bend46601;41.6724038;-86.2539519
United StatesKentuckyCampbellsville42718;37.3433974;-85.3419069
United StatesKentuckyFlorence41042;38.9989499;-84.6266111
United StatesKentuckyNewport41071;39.091449;-84.4957757
United StatesKentuckySaint Matthews40207;38.267923;-85.6537627
United StatesKentuckySomerset42501;37.0920222;-84.6041084
United StatesMaineKittery03904;43.0881441;-70.736164
United StatesMassachusettsBraintree02184;42.2020445;-71.014118
United StatesMassachusettsNorwood02062;42.1772198;-71.2042619
United StatesMassachusettsRandolph02368;42.1625997;-71.0411588
United StatesMassachusettsWrentham02093;42.0484051;-71.3468091
United StatesMichiganDetroit48226;42.328245;-83.0495622
United StatesMichiganHolland49423;42.7875235;-86.1089301
United StatesMichiganHowell48843;42.6072552;-83.9293952
United StatesMichiganMadison Heights48071;42.5053384;-83.1059154
United StatesMichiganMidland48640;43.6155825;-84.2472116
United StatesMichiganMonroe98272;42.192262;-83.170387
United StatesMichiganNovi48375;42.4719897;-83.4536844
United StatesMichiganPontiac48342;42.642381;-83.277359
United StatesMichiganPort Huron48060;42.9708634;-82.4249142
United StatesMichiganRedford48239;42.3792122;-83.2880591
United StatesMichiganSaginaw48601;43.4194699;-83.9508068
United StatesMichiganSouthfield48034;42.4966195;-83.2880591
United StatesMichiganSouthgate48195;42.2021569;-83.1970511
United StatesMichiganWestland48185;42.332448;-83.4109834
United StatesMichiganZeeland49464;42.8125246;-86.018651
United StatesMinnesotaBranch55056;45.4852407;-92.9618842
United StatesMinnesotaDuluth55802;46.7625009;-92.1000829
